1602,Кнопка холодильника Daewoo 4 контакта,,"
	Универсальная кнопка SR-DS04 для холодильника Daewoo, 4 контакта. Параметры: 125V/250V, 1,4A/0,7A.
",r,80,,,,,,UAH,,,,шт,,,,http://remza.com.ua/image/cache/import_files/a4/a408326c-bce8-11e5-2b85-0007e96babaa_a4083370-bce8-11e5-2b85-0007e96babaa-1280x1024.jpeg,+,,,,,,,,,,http://remza.com.ua/zapchasti_dlya_holod/13697/1602,1602,,,9334
1065,Электродвигатель обдува испарителя 5 Вт,,"Электродвигатель (двигатель обдува) вентилятора для промышленных и коммерческих холодильников, конденсаторных узлов и испарителей, а также для небольших вентиляторов, 5 Вт, 230 V, 1300 об/мин. Электродвигатель YZ5-13 подходит как для горизонтальной, так и для вертикальной установки. Направление вращения - по ходу часовой стрелки.  Производитель: ELCO Spa, Италия.",r,205,,,,,,UAH,,,,шт,,,,http://remza.com.ua/image/cache/import_files/fc/fc24126f-1e50-11e6-0290-525400e6264f_db1aa9cb-2f29-11e6-8d9e-525400e6264f-1280x1024.jpeg,+,,,,,,,,,,http://remza.com.ua/zapchasti_dlya_holod/dvigatel_obdyva/1065,1065,,,9331
1068,Электродвигатель обдува испарителя 25 Вт,,"
	Электродвигатель обдува испарителя 25 Вт для холодильного оборудования. Четырехполюсной однофазный, работает при напряжении 230-240 В, 50-60 Гц. Крепежные винты М4, выступающие со стороны ротора для крепления кольца или решетки
	Винт М4 - 2 шт, фиксированных в основании мотора. Основные характеристики электродвигателя: потребляемая мощность 65 Вт, сила тока 0,45 А, частота вращения ротора 1300-1550 об/мин. Электродвигатель подходит как для горизонтальной, так и для вертикальной установки. Предназначен для промышленных и коммерческих холодильников, конденсаторных узлов и испарителей, а также для небольших вентиляторов.
",r,460,,,,,,UAH,,,,шт,,,,"http://remza.com.ua/image/cache/import_files/0b/0b5aee0b-2444-11e7-449d-525400e6264f_1296cea8-0f50-11e8-5084-52ac00917454-1280x1024.jpeg, http://remza.com.ua/image/cache/import_files/0b/0b5aee0b-2444-11e7-449d-525400e6264f_1296cea9-0f50-11e8-5084-52ac00917454-1280x1024.jpeg",+,,,,,,,,,,http://remza.com.ua/zapchasti_dlya_holod/dvigatel_obdyva/1068,1068,,,9331
1067,Электродвигатель обдува испарителя 16 Вт,,"Электродвигатель обдува испарителя 16 Вт для холодильного оборудования. Четырехполюсной однофазный, работает при напряжении 230-240 В, 50-60 Гц. Крепежные винты М4, выступающие со стороны ротора для крепления кольца или решетки
Винт М4 - 2 шт, фиксированных в основании мотора. Основные характеристики электродвигателя: потребляемая мощность 65 Вт, сила тока 0,45 А, частота вращения ротора 1300-1550 об/мин. Электродвигатель подходит как для горизонтальной, так и для вертикальной установки. Предназначен для промышленных и коммерческих холодильников, конденсаторных узлов и испарителей, а также для небольших вентиляторов.",r,395,,,,,,UAH,,,,шт,,,,http://remza.com.ua/image/cache/import_files/ad/ad62d922-4c40-11e3-b888-0007e96babaa_ad62d936-4c40-11e3-b888-0007e96babaa-1280x1024.jpeg,+,,,,,,,,,,http://remza.com.ua/zapchasti_dlya_holod/dvigatel_obdyva/dvigatel_1067,1067,,,9331
1066,Электродвигатель обдува испарителя 10 Вт,,"Электродвигатель (двигатель обдува) вентилятора для промышленных и коммерческих холодильников, конденсаторных узлов и испарителей, а также для небольших вентиляторов, 10 Вт, 220 V, 1300 об/мин. Электродвигатель NET5T10ZVN001 подходит как для горизонтальной, так и для вертикальной установки. Направление вращения - по ходу часовой стрелки. Модель электродвигателя - VN 10-20/028, Артикул от производителя - NET5T10ZVN001. Маркировка - YJF-10FAN MOTOR 1300 rpm 0.25A-10W 220-240v50Hz CL:B IP 44
Размеры 82х82х94 мм, толщина корпуса - 74 мм, диаметр вала - 7 мм, крепление снизу - 2 болта с гайкой М5., ось вала - 50 мм от плоскости крепления, диаметр шайбы пластиковой - 30 мм, межцентровое расстояние стягивающих болтов - 67 мм, длина кабеля - 45 см.  Производитель: ELCO Spa, Италия.
",r,335,,,,,,UAH,,,,шт,,,,http://remza.com.ua/image/cache/import_files/5b/5bc5bebc-2743-11e3-a187-0007e96babaa_5bc5bed0-2743-11e3-a187-0007e96babaa-1280x1024.jpeg,+,,,,,,,,,,http://remza.com.ua/zapchasti_dlya_holod/dvigatel_obdyva/dvigatel_10v,1066,,,9331
C00058465,Кнопка сетевая Indesit C00058465 (482000027042),,"
	Кнопка сетевая C00058465 (482000027042) для стиральной машины Indesit. Подходит к моделям: AAX149LFR AB83TK ABS43XT T1043OM WP67EX LES669XIT LL430FR.C/HA LL65IT LL65TK.2 B1253XP B1253XUK WME12XIT WS44XIT WS683XGIT AT105FR IDL40EU.C N550XP T643IT L63AUS L63IT WES9XR W51SP W857PT W88XIT WA6PT WA8XIT AL108XTK AL109XSK AL128XFR AL67XHCGR ALD100IT W115FR W431TXEX(BG) W43TAG W44IT WGS639TE WH66TXE WE125XEX WE12SDE WE14SDE CDE12XUK WAS6XIT IWM12 WT80CSI DWT10P.2 LL420FR LL43XAUS.C LL64AUS LL64EU ADS1200EX N632XEXP N632XHK AT64EO FTL1050EA L61EU B853XEXP WE8IT AB53AG IDL42EU.C AB53IT AB64XIT AB65XEU W104NL W105XDE W124XNL LBE6XIT W125XSDE W146XSDE W83TTK W83UK W84TXEX WA1010 W535PT W53TEX ALD100TK ALS129XEU ALS88XEO LNA855FR W63EX WT40EX WIT50AG WE105XEX T1043EX AAX106LFR AAX126LFR BWM12 WT5IT WTK605IL WP62EX LL43SEU.C LL64XSK LL65TK LL68FR LE1069XIT B1053XEXP WME6X T843EO WS682XSIT WS68XIT AT104EX AT62IT MLE12X IDL411SFR.C WS43XIT N432XP N542XIT T632EX L63SK.2 AB60IT AB63SP AB64AG W108XSP LBE12X W133SUK W682XSIT W85FR WA8XSPT AL109XIT AL129SLBE AL12SUK AL169XSK AL68XEX AL88XEU ALD100EX ALS109XEO WGS63TIT WGS838TXU WE14DE AB108XEO AD1200IT LL40EU.C LL62XFR WT102TFR N842XHK N442XIT IDE44EU.C IDL42EU AB43PT W104TXTK W105TXEX B642XEXP B660XP W144XDE L6047FR L64IT.2 AB43EX5060H W43TEX50-60HZ W443XGIT W84TXEXTE WA16-1200 W63TEX50/60 AL169XAUS AL53XEU AL9UK ALS89XIT WE14XSNL WE16SUK WH96TXE AB103TK ABS63XEU AD1600PXU SDW60P LL42AUS.C LL42EU.C/HA LL430XFR LL68XFR T843EX WS64XIT N532XP N632XIT N632XP MLSE12X T632EO L60FR L61IT L67FR W104TBE W105TXR(BG) LBE8XIT W143SUK W145XDE WE8XEO WE8XR W44XIT W83TEX W83TK W84FR W84XSSP WA6XSPT AL129SLFR AL88XPT ALS89XSIT W4521E W524PT W646XSPT WIT60FR AD1600IT DWF50N ABS63XEO LL42AG LL42SK LL43SEU.C/HA LL65XEU B1253XIT N1042XEXP N651XP N551XP AT64EX L61EU.2 L63EU B853XIT AB65XEO W104DE W104FR W146XDE W4608TLCSI W83NL W842XSIT WA10PT WA6XIT AL108XBE W63XIT AL44XSP AL64XIT WE12UK WGS638TXU WIT51EU ABS43XIT AD1200TK AB66XIT AB84XTK DWF40P WT65EXP WT90CSI WP100EX LL40EU LL430FR.C LL64AG WM12XUK B1053XAUS N860XP AT84EO T643EX L63XIT WDE12UK IDE44UK IDL40FR AB43IT W103UK W104TXSTK W123XNL B653XEXP W165TXEX W432XSIT W43IT W43XSP W84TXTK WA8PT W642TX(EX) AL109AUS AL149XEX AL65PT AL98XFR ALD160EU AB56FR W63FR FDW60T WGS438TR WE14SUK AB108XEU AB88XEO ABS53XIT LWM1000X WT60FR WT62TFR N842XEXP LE869XIT LL63TK LL6546FR B1253XAUS WS84TXEX N450XIT IDL42DE.C L6061EU AB63IT W103NL WAT8IT LBE6X W144XNL W43TEX AL109XAUS AL129XTK AL169XEU AL68XIT AL89XSIT ALS109XEU LNA800FR AB63XIT W9521E WA6IT W63TK WGS438T WGS69TS WE11UK WE16DE AB104IT B880XP BF853XF WT50EX WT67EU DWF40P.2 DWF50P LL440FR LL63TK.2 LL64XAUS N1242XUK N650XP AT50EO AT84EX IDE45SEU IDL42SK IDL42SK.C L548IT AB52PT W103TTK W104TEX W106XDE WD12XUK B653XIT LBE8X W125XDE W128XSP W165XNL W6EX W83SP W84XSP AB43XIT W53FR W53SP W63TAUS W63XSP W6521E AL10UK AL128XBE AL149SLSK AL97XFR ALD120FR ALS64XIT ALS68XIT WE14UK AB84PT AD1600FR AD1600UK CDE12X F400X DWT10P SDW60P.C ST100XTHORAUS LL42SK.
",r,150,,,,,,UAH,,,,шт,,,,"http://remza.com.ua/image/cache/import_files/d6/d63008f4-1d88-11e8-5282-52ac00917454_d6300910-1d88-11e8-5282-52ac00917454-1280x1024.jpeg, http://remza.com.ua/image/cache/import_files/d6/d63008f4-1d88-11e8-5282-52ac00917454_d630091a-1d88-11e8-5282-52ac00917454-1280x1024.jpeg, http://remza.com.ua/image/cache/import_files/d6/d63008f4-1d88-11e8-5282-52ac00917454_d6300911-1d88-11e8-5282-52ac00917454-1280x1024.jpeg",+,,,,,,,,,,http://remza.com.ua/zapchasti_dlja_stiralnykh_mashin/knopka_setevay/00058465,C00058465,,,9213
481241029503,Кнопка старт/сброс Whirlpool 481241029503,,"
	Кнопка включения и выключения предназначена для стиральных машин IGNIS, WHIRLPOOL, BAUKNECHT, имеет оригинальный код 481241029503 (C00329327). Деталь выполнена из прочного пластика и поставляется в фирменной полиэтиленовой упаковке.
	Выйти из строя устройство может по причине низкого качества материала, неправильной установки запчастей, залипаний, а также частых ударов и падений самой машинки.
	Наиболее распространенными неполадками, которые происходят с кнопками СМА, считаются такие явления:
	Слабое проворачивание. Данная проблема может заключаться в сломанном гнезде или мусоре, собранном между пазами круга.
	Западание детали. Если это произошло, потребитель не может запустить режим стирки.
	Выпадение и утеря изделия. В данном случае требуется срочная замена запчасти. Даже если кнопка не потерялась, она будет регулярно отскакивать и сделает процесс стирки вообще неосуществимым.
	Поломка детали может привести к некорректной работе аппарата или полной остановке устройства. Отремонтировать кнопку невозможно, поэтому нужно срочно приобрести новую деталь. Выбирать ее следует в соответствии с параметрами старой, а также маркой самой машинки.
",r,85,,,,,,UAH,,,,шт,,,,"http://remza.com.ua/image/cache/import_files/d6/d63008ad-1d88-11e8-5282-52ac00917454_d63008cb-1d88-11e8-5282-52ac00917454-1280x1024.jpeg, http://remza.com.ua/image/cache/import_files/d6/d63008ad-1d88-11e8-5282-52ac00917454_d63008ca-1d88-11e8-5282-52ac00917454-1280x1024.jpeg, http://remza.com.ua/image/cache/import_files/d6/d63008ad-1d88-11e8-5282-52ac00917454_d63008e9-1d88-11e8-5282-52ac00917454-1280x1024.jpeg",+,,,,,,,,,,http://remza.com.ua/zapchasti_dlja_stiralnykh_mashin/knopka_setevay/481241029503,481241029503,,,9213
481071425341,Кнопка старт Whirlpool 481071425341,,"
	Клавиша (кнопка) старт 481071425341 к стиральной машине Whirlpool, Bauknecht.
	Подходит к моделям:
	BAUKNECHT:
	PWF 4746 (858001403010), PWF 4748 (858002603010), PWF 6848 (858014203012), PWF 5545 (858013403010), PWF 5768 (858002103010), PWF 6 A+++ EDITION 5 (858013603010), PWF 6748 (858013803011), PWF 8 A+++ (858014103010), PWF 5848 (858001803010), PWF 4748 (858002603011), PWF 5648 (858002203010), PWF 5525 (858013303010), PWF 6 A+++ EDITION 5 (858013603013), PWF 4746 (858001403011), PWF 4646 (858001303010), PWF 6848 (858014203010), PWF 6 A+++ EDITION 5 (858013603012), PWF 8 A+++ (858014103012), PWF 7 A+++ (858013903010), PWF 6748 (858013803010), PWF 7 A+++ (858013903011), PWF 5748 (858001603010), PWF 5768 (858002103011), PWF 4846 (858001503010), PWF 5748 (858001603012), PWF 7 A+++ (858013903012), PWF 6645 (858013703010), PWF 5646 (858013503010), PWF 6748 (858013803012), PWF 6645 (858013703013), PWF 5748 (858001603011), PWF 5848 (858001803012)
	WHIRLPOOL:
	AWOD 7431 (859230829010), AWO/C 3127 P (859230949013), AWOD 4938 (859205629010), AWOD 8454 (859202329013), AWOD 7455 (859231329010), AWOD 4833 (859234429010), AWOC 7129N (859202065011), AWOD 4837 (859207629012), AWO/C 6314 (859233810011), WWDC 7124 (859232515013), FDLR 90250 BL (859241810011), WHI 6KU40 (859230220010), WHI 740U (859230320011), AWS 6126 (859236003004), WHI 7MS40 (859205020011), AWOD 8251 (859200429010), MEMPHIS 4567 UM (859205912011), AWO/D 6024 (859231361010), AWOD 2928 (859233029012), AWO/D 7014 (859203461018), ECONOMY 1400 SM (859205112011), AWOC 5124 (859235210012), FDLR 60250 BL (859241610011), AWO/C 70800 (859247945011), AWO/C 62012 (859202110016), AWO/C 6104 (859231110016), AWSC 63213 (859239510004), AWO/C 6104 (859231110010), AWS 51001 (859236810000), AWOC 7283 (859232218010), DLC7212 (859232838010), AWO/C 70800 (859247945012), AWO/C 81200 (859239910010), AWO/D 8104 (859202361010), AWO/C 7810 (859231026018), AWO 6587 SM (859205312012), AWO 6646 (859201303010), AWOD 2920 (859234529010), AWP 8100 WH (859230243010), AWO/C 7121 (859201110010), AWO 174U3 (859205420012), AWOC 932830P (859232749010), AWO/C 6340 (859233910018), DLC 8010 (859201738010), AWO 3471 (859202920011), CAREMOTION 1407 SM (859204512011), AWO/C 7808 (859231326013), DLC8212 (859232738012), PRIMO 1408 UM (859231612010), AWW 61000 (859239610004), AWOD 4725 (859231929013), AWS 6200 (859236138003), AWSP 61012P (859231149002), AWO 2671 (859201620011), DLC7212 (859232838012), DLC 7000 (859231338010), WHI 7KS40 (859205120011), AWO/C 60081 (859230165010), AWOE 91030 GR (859232326011), AWS 61212 (859236684004), AWOD 2930 (859232829010), AWO/D 8600 (859205161012), AWS 61212 S (859236610200), AWS 61212 (859236610002), AWO/C M9123 (859201686010), AWC 7085 A (859230545010), AWS 61012 (859236710000), AWO/C 61203P (859231349012), AWO/C 51211 (859235610010), AWOD 2836 (859206829014), AWOC 8282 (859203118010), AWO 6567 UM (859205812012), WWDC 9122 (859233915014), AWC 7100 D (859230245010), AWC 7120 S (859230745000), AWOD 8235 (85
",r,105,,,,,,UAH,,,,шт,,,,"http://remza.com.ua/image/cache/import_files/f4/f4e83aca-1d7a-11e8-5282-52ac00917454_d63008de-1d88-11e8-5282-52ac00917454-1280x1024.jpeg, http://remza.com.ua/image/cache/import_files/f4/f4e83aca-1d7a-11e8-5282-52ac00917454_d63008d5-1d88-11e8-5282-52ac00917454-1280x1024.jpeg, http://remza.com.ua/image/cache/import_files/f4/f4e83aca-1d7a-11e8-5282-52ac00917454_d63008df-1d88-11e8-5282-52ac00917454-1280x1024.jpeg",+,,,,,,,,,,http://remza.com.ua/zapchasti_dlja_stiralnykh_mashin/knopka_setevay/481071425341,481071425341,,,9213
2808540300,Кнопка сетевая со светодиодом BEKO 2808540300,,"
	Кнопка сетевая со светодиодом для стиральной машины BEKO 2808540300 на 4 контакта, две защелки по бокам, включатель на два положения: включено / выключено, фиксируется. Подходит для моделей: WM 3350 E WM 3350 EB WM 3350 ES WM 3352 P WM 3356 D WM 3358 E WM 3450 E WM 3450 EB WM 3450 ES WM 3456 D WM 3458 E WM 3500 M WM 3500 MB WM 3500 MS WM 3506 E WM 3508 R WM 3552 M.
",r,110,,,,,,UAH,,,,шт,,,,http://remza.com.ua/image/cache/import_files/db/db1aaa56-2f29-11e6-8d9e-525400e6264f_db1aaaa6-2f29-11e6-8d9e-525400e6264f-1280x1024.jpeg,+,,,,,,,,,,http://remza.com.ua/zapchasti_dlja_stiralnykh_mashin/knopka_setevay/2808540300,2808540300,,,9213
587486,Крепление кнопок Gorenje 587486,,"
	Крепление (суппорт) для кнопок 587486 лицевой панели стиральной машины Gorenje. Подходит к моделям: WA61081 WA61101 WA61121 WA61121 WA61131 KWA61061 WA61061 WA71061 WA61081 WA61111 WA61081 WA61062 WA61061 BWA61081 WA61081 WA61101 WA61102 WA61121 WA61051 WA61061 WA61081 WA61101 WA61121 WA61061R WA61061R WA61081R WS41081 WS41101 WS41081 WS41101 WS41121 WS41101 WS41121 WA71121 WA71101 WS41081 WS41111 WS41091 WS41080 WA61090 WA61110 WS41110 WS41120 WS41090 WS41100 WA71121 WA71081 WA71061 WA71.08 WA71.06 WA61111 WA61121 WA71081 WA71101 WA61111 WA61121 WA61101 WS51081R WA61081 KWA71081 WS51081RS WS51081RS WA71141 WA61121 WA61092 KWA71121 WA61121 WA71101 WA71101 WA71141 WA71121 WA71141 WS51Z081RS WS51081RS WA61101 WA61121.
",r,130,,,,,,UAH,,,,шт,,,,"http://remza.com.ua/image/cache/import_files/39/397e8308-2ac1-11e8-218a-52ac00917454_ba9facca-2eb6-11e8-5c9d-52ac00917454-1280x1024.jpeg, http://remza.com.ua/image/cache/import_files/39/397e8308-2ac1-11e8-218a-52ac00917454_ba9faccb-2eb6-11e8-5c9d-52ac00917454-1280x1024.jpeg, http://remza.com.ua/image/cache/import_files/39/397e8308-2ac1-11e8-218a-52ac00917454_ba9facb6-2eb6-11e8-5c9d-52ac00917454-1280x1024.jpeg",+,,,,,,,,,,http://remza.com.ua/zapchasti_dlja_stiralnykh_mashin/knopka_setevay/587486,587486,,,9213
1597,Кнопка Siemens Bosch 165843,,"
	Кнопка на 4 контакта код 165843 для стиральной машины Siemens Bosch. Подходит к моделям: CR60800IL/02 CR60800IL/05 TOP600/05 TOP750/05 WOF1200IE/02 WOF1200IE/05 WOF1500FF/02 WOF1500FF/03 WOF1500FF/05 WOF1600/01 WOF1600/02 WOF1600/05 WOF1600FF/01 WOF1600FF/02 WOF1600FF/05 WOF1600IG/01 WOF1600IG/02 WOF1600IG/05 WOF1600II/01 WOF1600II/02 WOF1600II/05 WOF1600IL/01 WOF1600IL/02 WOF1600IL/05 WOF1601IG/02 WOF1601IG/05 WOF1601II/02 WOF1601II/05 WOF1610BY/02 WOF1610BY/05 WOF1610EU/02 WOF1610EU/05 WOF1800/01 WOF1800/02 WOF1800/05 WOF1800FF/01 WOF1800FF/02 WOF1800FF/05 WOF1880/01 WOF1880/02 WOF1880/05 WOF1880II/01 WOF1880II/02 WOF1880II/05 WOF2000/01 WOF2000/02 WOF2000/05 WOF2000FF/01 WOF2000FF/02 WOF2000FF/05 WOF2000IG/01 WOF2000IG/02 WOF2000IG/05 WOF2000NL/01 WOF2000NL/02 WOF2000NL/05 WOF2000SN/01 WOF2000SN/02 WOF2000SN/05 WOF2001IG/02 WOF2001IG/05 WOF2090/01 WOF2090/02 WOF2090/05 WOF2090NL/01 WOF2090NL/02 WOF2090NL/05 WOFPI01GR/02 WOFPI02GR/02 WOK2001/02 WOK2001/04 WOK2001/05 WOK2001/07 WOK2001/08 WOK2001GB/02 WOK2001GB/04 WOK2001GB/05 WOK2001GB/07 WOK2001GB/08 WOK2030/02 WOK2030/04 WOK2030/05 WOK2031/02 WOK2031/04 WOK2031/05 WOK2031/07 WOK2031/08 WOK207PEU/05 WOK207PEU/07 WOK207SEU/02 WOK207SEU/04 WOK207SEU/05 WOK207Z/02 WOK207Z/04 WOK207Z/05 WOK207Z/07 WOK2091/02 WOK2091/04 WOK2091/05 WOK2091/06 WOK2091/07 WOK2091/08 WOK2401EU/02 WOK2401EU/04 WOK2401EU/05 WOK2401EU/07 WOK2401EU/08 WOK2401FF/05 WOK2401FF/08 WOK2430/02 WOK2430/04 WOK2430FF/02 WOK2430FF/04 WOK2430II/02 WOK2430II/04 WOK2430NL/02 WOK2430NL/04 WOK2430SN/02 WOK2430SN/04 WOK2431/02 WOK2431/04 WOK2431/05 WOK2431/07 WOK2431/08 WOK2431EU/02 WOK2431EU/04 WOK2431EU/05 WOK2431EU/07 WOK2431EU/08 WOK2431SN/02 WOK2431SN/04 WOK2431SN/05 WOK2431SN/07 WOK2471/04 WOK2471/05 WOK2471/07 WOK247ANL/02 WOK247ANL/04 WOK247ANL/05 WOK2490/02 WOK2490/04 WOK2490/05 WOK2490/07 WOK2491/02 WOK2491/04 WOK2491/05 WOK2491/06 WOK2491/07 WOK2491/08 WOK2491EU/02 WOK2491EU/04 WOK2491EU/05 WOK2491EU/06 WOK2491EU/07 WOK2491EU/08 WOK257SFF/02 WOK257SFF/04 WOK257SFF/05 WOK2601SN/05 WOK2601SN/07 WOK2601SN/08 WOK2631FF/05 WOK2631FF/08 WOKFU01CH/02 WOKFU01CH/04 WOKFU01CH/05 WOKFU01CH/07 WOKFU01CH/08 WP80600IE/02 WP80600IE/05 WP80700FF/02 WP80700FF/03 WP80700FF/05 WP80750HK/02 WP80750HK/05 WP80800/01 WP80800/02 WP80800/05 WP80800FF/01 WP80800FF/02 WP80800FF/05 WP80800IG/01 WP80800IG/02 WP80800II/01 WP80800II/02 WP80801IG/02 WP80801IG/05 WP80801II/02 WP80801II/05 WP80810BY/02 WP80810BY/05 WP80810EU/02 WP80810EU/05 WP80900/01 WP80900/02 WP80900/05 WP80900FF/01 WP80900FF/02 WP80900FF/05 WP80900HK/02 WP80900HK/05 WP80961/02 WP80961/05 WP80980/01 WP80980/02 WP80980/05 WP80980II/01 WP80980II/02 WP80980II/05 WP81000/01 WP81000/02 WP81000/05 WP81000FF/01 WP81000FF/02 WP81000FF/05 WP81000FG/01 WP81000FG/02 WP81000FG/05 WP81000IG/01 WP81000IG/02 WP81000IG/05 WP81000SN/01 WP81000SN/02 WP81000SN/05 WP81001IG/02 WP81001IG/05 WP8107B/01 WP8107B/02 WP8107BEU/01 WP8107BEU/02 WP8107M/01 WP8107M/02 WP8107MEU/01 WP8107MEU/02 WP8107V/01 WP8107V/02 WP810
",r,180,,,,,,UAH,,,,шт,,,,"http://remza.com.ua/image/cache/import_files/f2/f22db9a1-1342-11e8-e694-52ac00917454_7c7db316-1585-11e8-9a85-52ac00917454-1280x1024.jpeg, http://remza.com.ua/image/cache/import_files/f2/f22db9a1-1342-11e8-e694-52ac00917454_7c7db31e-1585-11e8-9a85-52ac00917454-1280x1024.jpeg, http://remza.com.ua/image/cache/import_files/f2/f22db9a1-1342-11e8-e694-52ac00917454_7c7db317-1585-11e8-9a85-52ac00917454-1280x1024.jpeg",+,,,,,,,,,,http://remza.com.ua/zapchasti_dlja_stiralnykh_mashin/knopka_setevay/1597,1597,,,9213
